,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
82902,110555,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-177,1,EquationAnswer,2006-12-12 10:49:16.0,2006-12-12 10:49:22.0,2006-12-12 10:49:39.0,2006-12-12 10:49:39.0,8.0,,8.0,0,1,0,1,Calculate total in proportion with fractions,1
82914,110567,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-128,1,EquationAnswer,2006-12-12 10:51:41.0,2006-12-12 10:51:44.0,2006-12-12 10:51:44.0,2006-12-12 10:51:44.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,2
82927,110580,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-146,1,EquationAnswer,2006-12-18 09:48:42.0,2006-12-18 09:48:46.0,2006-12-18 09:48:46.0,2006-12-18 09:48:46.0,4.0,4.0,,1,0,0,1,Calculate total in proportion with fractions,2
82941,110594,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-182,1,EquationAnswer,2007-01-02 09:48:01.0,2007-01-02 09:48:06.0,2007-01-02 09:49:41.0,2007-01-02 09:49:41.0,35.0,,35.0,0,4,2,1,Calculate part in proportion with fractions,3
82953,110606,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-041,1,EquationAnswer,2007-01-02 09:51:17.0,2007-01-02 09:52:08.0,2007-01-02 09:52:08.0,2007-01-02 09:52:08.0,51.0,51.0,,1,0,0,1,Calculate total in proportion with fractions,3
82965,110618,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-190,1,EquationAnswer,2007-01-02 09:53:12.0,2007-01-02 09:53:18.0,2007-01-02 09:53:18.0,2007-01-02 09:53:18.0,6.0,6.0,,1,0,0,1,Calculate part in proportion with fractions,4
82978,110631,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-091,1,EquationAnswer,2007-01-02 09:54:53.0,2007-01-02 09:54:57.0,2007-01-02 09:55:47.0,2007-01-02 09:55:47.0,21.0,,21.0,0,2,0,1,Calculate total in proportion with fractions,4
82991,110644,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-028,1,EquationAnswer,2007-01-02 09:59:45.0,2007-01-02 10:00:41.0,2007-01-02 10:00:54.0,2007-01-02 10:00:54.0,58.0,,58.0,0,1,0,1,Calculate total in proportion with fractions,5
83003,110656,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-137,1,EquationAnswer,2007-01-02 10:01:36.0,2007-01-02 10:01:48.0,2007-01-02 10:01:48.0,2007-01-02 10:01:48.0,12.0,12.0,,1,0,0,1,Calculate part in proportion with fractions,5
83015,110668,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-114,1,EquationAnswer,2007-01-02 10:11:35.0,2007-01-02 10:11:44.0,2007-01-02 10:11:44.0,2007-01-02 10:11:44.0,9.0,9.0,,1,0,0,1,Calculate total in proportion with fractions,6
83027,110680,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-172,1,EquationAnswer,2007-01-02 10:12:48.0,2007-01-02 10:12:51.0,2007-01-02 10:12:51.0,2007-01-02 10:12:51.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,6
83039,110692,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-068,1,EquationAnswer,2007-01-02 10:13:52.0,2007-01-02 10:13:54.0,2007-01-02 10:13:54.0,2007-01-02 10:13:54.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,7
83051,110704,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-150,1,EquationAnswer,2007-01-02 10:16:40.0,2007-01-02 10:16:42.0,2007-01-02 10:16:42.0,2007-01-02 10:16:42.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,7
83063,110716,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-029,1,EquationAnswer,2007-01-02 10:17:18.0,2007-01-02 10:17:25.0,2007-01-02 10:17:25.0,2007-01-02 10:17:25.0,7.0,7.0,,1,0,0,1,Calculate part in proportion with fractions,8
83075,110728,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-049,1,EquationAnswer,2007-01-02 10:19:39.0,2007-01-02 10:19:48.0,2007-01-02 10:19:48.0,2007-01-02 10:19:48.0,9.0,9.0,,1,0,0,1,Calculate total in proportion with fractions,8
84051,112149,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-014,1,RationalNumberline1,2006-09-07 09:02:46.0,2006-09-07 09:03:11.0,2006-09-07 09:03:27.0,2006-09-07 09:03:27.0,41.0,,41.0,0,1,0,1,Plot non-terminating improper fraction,1
84053,112151,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-041,1,RationalNumberline1,2006-09-07 09:03:59.0,2006-09-07 09:10:07.0,2006-09-07 09:13:55.0,2006-09-07 09:13:55.0,596.0,,596.0,0,5,1,1,Plot imperfect radical,1
84058,112156,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-104,1,RationalNumberline1,2006-09-07 09:16:53.0,2006-09-07 09:17:33.0,2006-09-07 09:17:35.0,2006-09-07 09:17:35.0,42.0,,42.0,0,1,0,1,Plot terminating proper fraction,1
84059,112157,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,2006-09-07 09:17:41.0,2006-09-07 09:18:11.0,2006-09-07 09:18:11.0,2006-09-07 09:18:11.0,30.0,30.0,,1,0,0,1,Plot pi,1
84061,112159,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-180,1,RationalNumberline1,2006-09-07 09:18:29.0,2006-09-07 09:18:44.0,2006-09-07 09:18:44.0,2006-09-07 09:18:44.0,15.0,15.0,,1,0,0,1,Plot terminating proper fraction,2
84068,112166,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-002,1,RationalNumberline1,2006-09-07 09:23:05.0,2006-09-07 09:23:11.0,2006-09-07 09:23:11.0,2006-09-07 09:23:11.0,6.0,6.0,,1,0,0,1,Plot whole number,1
84073,112171,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-184,1,RationalNumberline1,2006-09-07 09:24:15.0,2006-09-07 09:24:23.0,2006-09-07 09:25:56.0,2006-09-07 09:25:56.0,95.0,,95.0,0,7,2,1,Plot imperfect radical,2
84074,112172,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-160,1,RationalNumberline1,2006-09-07 09:26:00.0,2006-09-07 09:26:28.0,2006-09-07 09:26:28.0,2006-09-07 09:26:28.0,28.0,28.0,,1,0,0,1,Plot non-terminating improper fraction,2
84075,112173,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-300,1,RationalNumberline1,2006-09-07 09:26:32.0,2006-09-07 09:27:01.0,2006-09-07 09:27:01.0,2006-09-07 09:27:01.0,29.0,29.0,,1,0,0,1,Plot whole number,2
84082,112180,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,2006-09-07 09:29:02.0,2006-09-07 09:29:08.0,2006-09-07 09:29:36.0,2006-09-07 09:29:36.0,29.0,,29.0,0,1,1,1,Plot decimal - thousandths,1
84101,112199,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-212,1,RationalNumberline1,2006-09-07 09:39:55.0,2006-09-07 09:40:03.0,2006-09-07 09:42:20.0,2006-09-07 09:42:20.0,140.0,,140.0,0,6,2,1,Plot imperfect radical,3
84103,112201,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,2006-09-14 08:36:14.0,2006-09-14 08:36:31.0,2006-09-14 08:36:50.0,2006-09-14 08:36:50.0,30.0,,30.0,0,5,1,1,Plot decimal - thousandths,2
84113,112211,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-193,1,RationalNumberline1,2006-09-14 08:46:33.0,2006-09-14 08:47:06.0,2006-09-14 08:49:03.0,2006-09-14 08:49:03.0,143.0,,143.0,0,9,3,1,Plot imperfect radical,4
84114,112212,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-155,1,RationalNumberline1,2006-09-14 08:49:06.0,2006-09-14 08:49:18.0,2006-09-14 08:49:31.0,2006-09-14 08:49:31.0,25.0,,25.0,0,2,0,1,Plot terminating proper fraction,3
84116,112214,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-046,1,RationalNumberline1,2006-09-14 08:49:53.0,2006-09-14 08:50:02.0,2006-09-14 08:50:02.0,2006-09-14 08:50:02.0,9.0,9.0,,1,0,0,1,Plot terminating proper fraction,4
85451,113913,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-11-09 08:25:55.0,2006-11-09 08:26:02.0,2006-11-09 08:26:02.0,2006-11-09 08:26:02.0,7.0,7.0,,1,0,0,1,Calculate unit rate,1
85461,113923,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-11-09 08:26:49.0,2006-11-09 08:26:55.0,2006-11-09 08:28:12.0,2006-11-09 08:28:12.0,69.0,,69.0,0,3,1,1,Calculate unit rate,2
85470,113932,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-074,1,SimplifiedNumeratorQuantity1,2006-11-09 08:28:54.0,2006-11-09 08:28:58.0,2006-11-09 08:29:44.0,2006-11-09 08:29:44.0,15.0,,15.0,0,1,0,1,Calculate unit rate,3
85478,113940,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-074,1,SimplifiedNumeratorQuantity2,2006-11-09 08:30:12.0,2006-11-09 08:30:20.0,2006-11-09 08:30:20.0,2006-11-09 08:30:20.0,8.0,8.0,,1,0,0,1,Calculate unit rate,4
85487,113949,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-069,1,SimplifiedNumeratorQuantity1,2006-11-09 08:31:56.0,2006-11-09 08:32:08.0,2006-11-09 08:32:08.0,2006-11-09 08:32:08.0,12.0,12.0,,1,0,0,1,Calculate unit rate,5
85495,113957,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-069,1,SimplifiedNumeratorQuantity2,2006-11-09 08:33:08.0,2006-11-09 08:33:13.0,2006-11-09 08:33:13.0,2006-11-09 08:33:13.0,5.0,5.0,,1,0,0,1,Calculate unit rate,6
85507,113969,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-11-09 08:37:05.0,2006-11-09 08:37:27.0,2006-11-09 08:37:44.0,2006-11-09 08:37:44.0,30.0,,30.0,0,1,0,1,Calculate part in proportion with fractions,1
85520,113982,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-163,1,EquationAnswer,2006-11-09 08:40:17.0,2006-11-09 08:40:20.0,2006-11-09 08:40:20.0,2006-11-09 08:40:20.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,2
85532,113994,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-146,1,EquationAnswer,2006-11-09 08:41:04.0,2006-11-09 08:41:07.0,2006-11-09 08:41:07.0,2006-11-09 08:41:07.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,1
85544,114006,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-028,1,EquationAnswer,2006-11-09 08:41:51.0,2006-11-09 08:41:53.0,2006-11-09 08:41:53.0,2006-11-09 08:41:53.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,2
85556,114018,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-157,1,EquationAnswer,2006-11-09 08:43:00.0,2006-11-09 08:43:02.0,2006-11-09 08:43:02.0,2006-11-09 08:43:02.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,3
85568,114030,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-135,1,EquationAnswer,2006-11-09 08:43:55.0,2006-11-09 08:43:59.0,2006-11-09 08:43:59.0,2006-11-09 08:43:59.0,4.0,4.0,,1,0,0,1,Calculate part in proportion with fractions,4
85580,114042,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-059,1,EquationAnswer,2006-11-09 08:45:06.0,2006-11-09 08:45:09.0,2006-11-09 08:45:09.0,2006-11-09 08:45:09.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,3
85592,114054,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-140,1,EquationAnswer,2006-11-09 08:45:41.0,2006-11-09 08:45:43.0,2006-11-09 08:45:43.0,2006-11-09 08:45:43.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,4
85604,114066,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-091,1,EquationAnswer,2006-11-09 08:46:27.0,2006-11-09 08:46:28.0,2006-11-09 08:46:28.0,2006-11-09 08:46:28.0,1.0,1.0,,1,0,0,1,Calculate total in proportion with fractions,5
85616,114078,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-120,1,EquationAnswer,2006-11-09 08:47:13.0,2006-11-09 08:47:14.0,2006-11-09 08:47:14.0,2006-11-09 08:47:14.0,1.0,1.0,,1,0,0,1,Calculate part in proportion with fractions,5
85628,114090,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-044,1,EquationAnswer,2006-11-09 08:48:02.0,2006-11-09 08:48:05.0,2006-11-09 08:48:05.0,2006-11-09 08:48:05.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,6
85640,114102,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-193,1,EquationAnswer,2006-11-09 08:49:07.0,2006-11-09 08:49:09.0,2006-11-09 08:49:09.0,2006-11-09 08:49:09.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,7
85652,114114,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-066,1,EquationAnswer,2006-11-09 08:50:13.0,2006-11-09 08:50:16.0,2006-11-09 08:50:16.0,2006-11-09 08:50:16.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,6
85664,114126,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-041,1,EquationAnswer,2006-11-09 08:50:55.0,2006-11-09 08:51:05.0,2006-11-09 08:51:05.0,2006-11-09 08:51:05.0,10.0,10.0,,1,0,0,1,Calculate total in proportion with fractions,7
85676,114138,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-009,1,EquationAnswer,2006-11-09 08:51:46.0,2006-11-09 08:51:50.0,2006-11-09 08:51:50.0,2006-11-09 08:51:50.0,4.0,4.0,,1,0,0,1,Calculate part in proportion with fractions,8
85688,114150,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-036,1,EquationAnswer,2006-11-09 08:52:38.0,2006-11-09 08:52:40.0,2006-11-09 08:52:40.0,2006-11-09 08:52:40.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,9
89843,119555,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-085,1,RationalNumberline1,,2006-09-07 08:53:46.0,2006-09-07 08:55:56.0,2006-09-07 08:55:56.0,,,,0,4,2,1,Plot imperfect radical,1
89847,119559,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-186,1,RationalNumberline1,2006-09-07 09:01:52.0,2006-09-07 09:02:00.0,2006-09-07 09:02:10.0,2006-09-07 09:02:10.0,18.0,,18.0,0,1,0,1,Plot terminating proper fraction,1
89849,119561,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-118,1,RationalNumberline1,2006-09-07 09:04:48.0,2006-09-07 09:04:59.0,2006-09-07 09:04:59.0,2006-09-07 09:04:59.0,11.0,11.0,,1,0,0,1,Plot non-terminating improper fraction,1
89851,119563,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-180,1,RationalNumberline1,2006-09-07 09:05:02.0,2006-09-07 09:05:53.0,2006-09-07 09:06:34.0,2006-09-07 09:06:34.0,85.0,,85.0,0,9,3,1,Plot terminating proper fraction,2
89853,119565,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-146,1,RationalNumberline1,2006-09-07 09:06:38.0,2006-09-07 09:07:09.0,2006-09-07 09:07:30.0,2006-09-07 09:07:30.0,47.0,,47.0,0,6,2,1,Plot terminating proper fraction,3
89867,119579,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-300,1,RationalNumberline1,2006-09-07 09:15:14.0,2006-09-07 09:15:27.0,2006-09-07 09:15:27.0,2006-09-07 09:15:27.0,13.0,13.0,,1,0,0,1,Plot whole number,1
89873,119585,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-114,1,RationalNumberline1,2006-09-07 09:17:52.0,2006-09-07 09:18:32.0,2006-09-07 09:18:47.0,2006-09-07 09:18:47.0,50.0,,50.0,0,3,1,1,Plot terminating proper fraction,4
89876,119588,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-229,1,RationalNumberline1,2006-09-07 09:19:17.0,2006-09-07 09:19:32.0,2006-09-07 09:19:49.0,2006-09-07 09:19:49.0,30.0,,30.0,0,4,1,1,Plot imperfect radical,2
89881,119593,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,2006-09-07 09:20:55.0,2006-09-07 09:21:04.0,2006-09-07 09:21:04.0,2006-09-07 09:21:04.0,9.0,9.0,,1,0,0,1,Plot decimal - thousandths,1
89882,119594,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,2006-09-07 09:21:07.0,2006-09-07 09:21:33.0,2006-09-07 09:21:33.0,2006-09-07 09:21:33.0,26.0,26.0,,1,0,0,1,Plot pi,1
89883,119595,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-134,1,RationalNumberline1,2006-09-07 09:21:37.0,2006-09-07 09:21:43.0,2006-09-07 09:21:43.0,2006-09-07 09:21:43.0,6.0,6.0,,1,0,0,1,Plot terminating proper fraction,5
89887,119599,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-144,1,RationalNumberline1,2006-09-07 09:22:32.0,2006-09-07 09:22:40.0,2006-09-07 09:22:40.0,2006-09-07 09:22:40.0,8.0,8.0,,1,0,0,1,Plot whole number,2
89890,119602,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-200,1,RationalNumberline1,2006-09-07 09:23:24.0,2006-09-07 09:23:36.0,2006-09-07 09:23:41.0,2006-09-07 09:23:41.0,17.0,,17.0,0,2,0,1,Plot imperfect radical,3
89895,119607,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-256,1,RationalNumberline1,2006-09-07 09:25:43.0,2006-09-07 09:25:55.0,2006-09-07 09:25:55.0,2006-09-07 09:25:55.0,12.0,12.0,,1,0,0,1,Plot imperfect radical,4
91416,121673,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-11-16 09:05:33.0,2006-11-16 09:05:37.0,2006-11-16 09:05:37.0,2006-11-16 09:05:37.0,4.0,4.0,,1,0,0,1,Calculate unit rate,1
91427,121684,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-11-16 09:06:06.0,2006-11-16 09:06:09.0,2006-11-16 09:07:13.0,2006-11-16 09:07:13.0,48.0,,48.0,0,6,2,1,Calculate unit rate,2
91436,121693,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-081,1,SimplifiedNumeratorQuantity1,2006-11-16 09:07:42.0,2006-11-16 09:07:45.0,2006-11-16 09:12:48.0,2006-11-16 09:12:48.0,298.0,,298.0,0,2,1,1,Calculate unit rate,3
91445,121702,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-081,1,SimplifiedNumeratorQuantity2,2006-11-16 09:13:04.0,2006-11-16 09:13:08.0,2006-11-16 09:14:01.0,2006-11-16 09:14:01.0,19.0,,19.0,0,2,1,1,Calculate unit rate,4
91454,121711,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-025,1,SimplifiedNumeratorQuantity1,2006-11-16 09:14:41.0,2006-11-16 09:14:46.0,2006-11-16 09:14:56.0,2006-11-16 09:14:56.0,13.0,,13.0,0,1,1,1,Calculate unit rate,5
91463,121720,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-025,1,SimplifiedNumeratorQuantity2,2006-11-16 09:15:18.0,2006-11-16 09:15:21.0,2006-11-16 09:15:36.0,2006-11-16 09:15:36.0,10.0,,10.0,0,1,1,1,Calculate unit rate,6
91472,121729,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-037,1,SimplifiedNumeratorQuantity1,2006-11-16 09:16:11.0,2006-11-16 09:16:14.0,2006-11-16 09:17:31.0,2006-11-16 09:17:31.0,74.0,,74.0,0,2,1,1,Calculate unit rate,7
91481,121738,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-037,1,SimplifiedNumeratorQuantity2,2006-11-16 09:17:53.0,2006-11-16 09:18:08.0,2006-11-16 09:18:13.0,2006-11-16 09:18:13.0,18.0,,18.0,0,0,1,1,Calculate unit rate,8
91497,121754,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-014,1,SimplifiedNumeratorQuantity2,2006-11-16 09:19:03.0,2006-11-16 09:19:23.0,2006-11-16 09:19:26.0,2006-11-16 09:19:26.0,23.0,,23.0,0,1,0,1,Calculate unit rate,9
91498,121755,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-014,1,SimplifiedNumeratorQuantity1,2006-11-16 09:19:26.0,2006-11-16 09:19:30.0,2006-11-16 09:19:30.0,2006-11-16 09:19:30.0,4.0,4.0,,1,0,0,1,Calculate unit rate,10
91507,121764,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-040,1,SimplifiedNumeratorQuantity1,2006-11-16 09:20:04.0,2006-11-16 09:20:13.0,2006-11-16 09:20:13.0,2006-11-16 09:20:13.0,9.0,9.0,,1,0,0,1,Calculate unit rate,11
91515,121772,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-040,1,SimplifiedNumeratorQuantity2,2006-11-16 09:20:29.0,2006-11-16 09:20:36.0,2006-11-16 09:20:36.0,2006-11-16 09:20:36.0,7.0,7.0,,1,0,0,1,Calculate unit rate,12
91528,121785,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-11-16 09:26:18.0,2006-11-16 09:26:21.0,2006-11-16 09:26:34.0,2006-11-16 09:26:34.0,11.0,,11.0,0,1,1,1,Calculate part in proportion with fractions,1
91542,121799,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-193,2,EquationAnswer,2006-11-30 08:29:01.0,2006-11-30 08:29:06.0,2006-11-30 08:30:09.0,2006-11-30 08:30:09.0,13.0,,13.0,0,2,0,1,Calculate part in proportion with fractions,2
91556,121813,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-050,1,EquationAnswer,2006-11-30 08:33:14.0,2006-11-30 08:33:17.0,2006-11-30 08:33:17.0,2006-11-30 08:33:17.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,1
91569,121826,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-129,1,EquationAnswer,2006-11-30 08:34:26.0,2006-11-30 08:34:36.0,2006-11-30 08:34:36.0,2006-11-30 08:34:36.0,10.0,10.0,,1,0,0,1,Calculate part in proportion with fractions,3
91581,121838,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-154,1,EquationAnswer,2006-11-30 08:35:37.0,2006-11-30 08:35:40.0,2006-11-30 08:35:40.0,2006-11-30 08:35:40.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,2
91593,121850,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-017,1,EquationAnswer,2006-11-30 08:36:18.0,2006-11-30 08:36:30.0,2006-11-30 08:36:30.0,2006-11-30 08:36:30.0,12.0,12.0,,1,0,0,1,Calculate part in proportion with fractions,4
